Player,<5Ft FGM,<5Ft FGA,<5Ft FG%,5-9 Ft FGM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year
Chris Duhon,6.9,12.1,0.572,1.1,2.9,0.388,1.5,3.3,0.442,2.7,6.8,0.39,3.1,8.3,0.368,1.5,3.9,0.377,2007
Chris Kaman,13.2,22.9,0.578,2.4,6.5,0.363,2.5,5.9,0.423,4.4,10.7,0.41,4.2,10.4,0.405,1.9,6,0.31,2007
Chris Mihm,4.6,8.2,0.564,1,2.5,0.389,0.6,1.7,0.333,1.5,3.7,0.41,1.5,3.9,0.376,0.9,2.8,0.305,2007
Chris Paul,12.9,20.8,0.62,2.3,5.5,0.417,1.9,5.1,0.374,5.2,12.4,0.421,5.7,13.6,0.417,1.8,5.7,0.319,2007
Chris Quinn,6.6,11,0.598,1.4,3.6,0.387,1.5,3.6,0.42,3,7,0.426,3.2,8.2,0.385,1.3,3.3,0.39,2007
Chris Richard,3.5,5.3,0.668,0.5,1.5,0.304,0.6,1.8,0.324,1.7,3.8,0.463,1.7,4.4,0.384,0.7,2.3,0.304,2007
Chris Webber,6.4,10.6,0.611,0.8,2.2,0.35,1,2.9,0.346,1.7,4.6,0.366,1.7,3.1,0.536,1.2,2.8,0.44,2007
Chris Wilcox,10.9,18.5,0.588,2.1,5.2,0.401,1.9,4.6,0.401,3.8,9.6,0.397,3.2,8.6,0.368,1.7,4.9,0.355,2007
Chuck Hayes,5.2,10.1,0.516,1.5,4.3,0.353,1.6,3.6,0.455,2.9,6.9,0.411,2.1,5.6,0.371,0.9,2.9,0.318,2007
Chucky Atkins,6.2,9.6,0.641,0.7,2.7,0.255,0.6,2,0.308,2.1,4.9,0.424,2.1,5.8,0.362,1.2,3.3,0.371,2007
Coby Karl,1.4,2.9,0.469,0.5,1.1,0.444,0,0.8,0,1.1,2.8,0.382,0.6,1.9,0.32,0.5,1,0.467,2007
Corey Brewer,7.4,12.2,0.61,1.3,3.2,0.403,1.1,2.9,0.386,3.5,7.6,0.459,3.3,8.3,0.402,1.5,4.4,0.341,2007
Corey Maggette,13.4,22.2,0.601,2.6,6.2,0.423,2.1,5,0.416,4.1,10.1,0.4,4,10.2,0.392,2.2,6.4,0.343,2007
Courtney Sims,2,3,0.667,0,0,0,0,0,0,0,0.5,0,0.3,1.3,0.25,0,1,0,2007
Craig Smith,6.4,10,0.645,1,2.7,0.377,0.8,2.2,0.353,2.8,6.2,0.447,3.1,8.1,0.382,1.4,3.8,0.365,2007
Cuttino Mobley,13.1,21.7,0.601,2.3,5.9,0.394,2.1,5.2,0.397,4,9.4,0.424,4,10.1,0.4,2.1,6.1,0.353,2007
DJ Mbenga,2.5,4.8,0.535,0.8,1.6,0.481,0.4,1.4,0.306,0.8,2,0.37,1.1,2.4,0.436,0.7,1.8,0.379,2007
DJ Strawberry,3.2,5,0.627,0.8,2.4,0.339,0.8,1.8,0.444,1.1,2.4,0.436,1.1,3.1,0.362,0.5,1.8,0.291,2007
Daequan Cook,7.8,12.7,0.611,1.6,4.1,0.381,1.3,3.3,0.405,3.1,7.2,0.427,3.3,8.4,0.387,1.2,3.5,0.343,2007
Dahntay Jones,2.6,4.6,0.579,0.4,1.2,0.304,0.4,1,0.421,1.1,3,0.375,1.8,4.1,0.429,0.3,1.9,0.156,2007
Damien Wilkins,8.9,15.2,0.587,1.9,4.6,0.405,1.6,3.9,0.404,2.8,6.9,0.402,3.1,7.7,0.402,2,4.5,0.451,2007
Damon Jones,6.2,10.7,0.581,1.4,3.3,0.437,1.1,3.1,0.355,2.5,6.2,0.405,2.3,5.9,0.398,1.1,3.2,0.333,2007
Damon Stoudamire,6.1,10.3,0.591,1.2,3.1,0.392,1.1,2.6,0.436,2.2,5.3,0.413,2.3,5.9,0.384,1,2.8,0.35,2007
Dan Dickau,4.9,8.3,0.595,1.2,3,0.407,0.9,2.4,0.386,2.1,5,0.425,2,5.1,0.394,1.2,3,0.412,2007
Dan Gadzuric,3.9,6.3,0.623,0.6,1.5,0.397,0.5,1.4,0.368,1.3,3.2,0.417,1.1,2.7,0.419,0.7,2.3,0.312,2007
Daniel Gibson,9.3,15.9,0.584,1.8,4.4,0.408,1.8,4.4,0.402,3.9,9.3,0.425,3.5,9.3,0.38,1.6,4.9,0.322,2007
Danny Granger,11.9,20.6,0.576,2,5.6,0.357,2,5.7,0.356,5.5,12.7,0.432,4.5,11.3,0.401,2.8,6.8,0.41,2007
Darius Songaila,6.1,10.1,0.603,1.2,2.9,0.423,0.8,2.3,0.324,2,5.8,0.346,2.6,6.5,0.394,1.5,4,0.371,2007
Darius Washington,2.7,3.9,0.686,0.8,2.2,0.346,0.6,1.9,0.333,1.3,3.4,0.373,1.4,2.9,0.489,0.6,1.4,0.45,2007
Darko Milicic,9.3,14.8,0.625,1.7,4.2,0.411,1.4,3.4,0.414,3.4,7.8,0.435,3.5,8.8,0.397,1.7,4.6,0.371,2007
Darrell Armstrong,3.6,6.2,0.591,0.9,2,0.463,0.9,2.1,0.429,1.7,4.2,0.407,1.5,4.2,0.368,0.5,1.8,0.27,2007
Darrick Martin,2.4,4.5,0.532,0.8,1.2,0.643,0.5,1.4,0.381,0.6,2.5,0.238,1.2,3.4,0.351,0.3,1.3,0.235,2007
Darryl Watkins,2.3,4.1,0.568,0,0.4,0,1.5,2.2,0.692,0.9,2.1,0.4,1.4,4,0.357,1.3,2.5,0.533,2007
David Harrison,3,6.1,0.494,1,2.7,0.354,0.8,2.2,0.355,2.2,5.1,0.432,1.9,4.5,0.435,1,2.6,0.374,2007
David Lee,9.5,15.7,0.608,1.9,4.3,0.442,1.6,3.7,0.442,3.6,8.6,0.413,4.4,11.1,0.392,1.7,4.5,0.379,2007
David West,13,21,0.618,2.2,5.4,0.415,1.9,5.3,0.366,5.1,12.4,0.414,5.2,13.1,0.398,1.7,5.7,0.302,2007
DeSagana Diop,4.8,9.1,0.523,1.3,3.1,0.416,1,2.6,0.398,2.3,5.5,0.425,1.8,5.2,0.358,0.8,2.1,0.366,2007
DeShawn Stevenson,10.5,17,0.614,1.9,4.7,0.397,1.3,3.5,0.357,4.3,10.4,0.408,4.1,9.9,0.413,2.4,6.2,0.388,2007
Delonte West,8.3,15.1,0.547,1.4,3.8,0.367,1.5,4.2,0.369,2.8,7.1,0.388,3.3,8,0.416,1.5,4.7,0.308,2007
Demetris Nichols,1,1.9,0.538,0.5,0.7,0.75,0.3,0.4,0.667,0.7,2.3,0.304,0.5,1.3,0.375,0.3,1,0.333,2007
DerMarr Johnson,2.4,3.4,0.706,0.5,1,0.5,1.5,2.5,0.6,0,1.4,0,0.2,1.2,0.167,0.6,0.8,0.75,2007
Derek Anderson,5,8.4,0.598,1,2.2,0.439,0.9,2.3,0.385,1.4,3.8,0.377,1.6,4.3,0.376,0.9,2.4,0.348,2007
Derek Fisher,9,16.2,0.557,1.9,4.9,0.384,1.8,4.4,0.416,3.7,8.9,0.418,3.5,9,0.393,2,5.4,0.37,2007
Deron Williams,13.4,21.8,0.614,2.4,6.1,0.396,1.7,4.8,0.346,3.8,9.2,0.409,6,14.9,0.404,1.2,3.8,0.329,2007
Desmond Mason,10.3,17.6,0.583,2,4.2,0.468,1.6,4.1,0.398,4.6,9.7,0.476,3.1,7,0.438,1.9,6,0.314,2007
Devean George,5.3,8.3,0.633,1.1,3.3,0.325,0.9,2.5,0.359,2.1,5.4,0.39,1.8,4.9,0.36,0.6,2.2,0.253,2007
Devin Brown,7.4,12.7,0.582,1.4,3.2,0.442,1.1,3.2,0.359,2.8,6.9,0.411,2.8,7.1,0.402,1,3.4,0.293,2007
Devin Harris,10.5,18.6,0.565,2.6,6,0.428,1.7,4.8,0.359,4.1,10.2,0.404,3.9,9.6,0.407,1.2,3.6,0.324,2007
Dikembe Mutombo,3.8,7.3,0.526,1.6,3.6,0.441,1.4,3.3,0.415,2.6,7.1,0.36,1.5,4.2,0.36,0.7,1.9,0.347,2007
Dirk Nowitzki,11.3,19.4,0.583,3,7.6,0.394,2.1,5.7,0.363,4.7,11.9,0.392,4.3,11.1,0.383,1.3,4.1,0.316,2007
Dominic McGuire,3.7,5.7,0.652,0.7,1.9,0.387,0.4,1.4,0.27,1.1,2.8,0.382,1.4,3.6,0.391,0.8,2.6,0.319,2007
Donyell Marshall,4.3,7.7,0.555,1.1,2.8,0.394,0.9,2.1,0.434,1.5,3.5,0.44,2.1,4.4,0.477,1.3,2.9,0.444,2007
Dorell Wright,8,12.7,0.633,2,4.5,0.441,1.4,3.8,0.383,3.8,8.6,0.44,3.6,9.4,0.378,1.2,4,0.306,2007
Drew Gooden,10.3,17.6,0.584,2,5,0.406,1.9,5.1,0.384,4.3,9.3,0.459,3.7,9.1,0.405,1.7,4.7,0.36,2007
Dwayne Jones,2.6,4.5,0.575,0.7,2,0.363,0.7,2,0.372,1.3,2.8,0.474,1,3,0.353,0.7,1.7,0.395,2007
Dwight Howard,11.4,19,0.597,2.4,6.1,0.383,2.6,7.2,0.358,5.6,13.6,0.414,5,12.7,0.394,2.4,6.7,0.358,2007
Dwyane Wade,12.9,20.3,0.637,2.6,6,0.431,2,5.4,0.375,5.7,12.9,0.445,5.5,13.1,0.417,1.8,5.5,0.325,2007
Earl Barron,6.2,9.7,0.638,1.3,2.9,0.439,1.2,2.9,0.415,2.5,5.9,0.43,2.7,6.7,0.41,0.8,2.7,0.294,2007
Earl Boykins,5.6,9.4,0.599,1.2,2.5,0.472,0.9,1.9,0.464,1.9,5.2,0.366,2.3,5.3,0.429,1.1,3.2,0.337,2007
Earl Watson,10.9,18.6,0.589,2.2,5.8,0.374,2,4.9,0.406,4.2,9.4,0.442,3.5,9.1,0.387,2.2,5.4,0.401,2007
Eddie Gill,2.8,5.4,0.52,0.8,1.9,0.391,0.5,1.1,0.5,1.4,3.8,0.36,1.2,4.1,0.283,0.5,1.5,0.294,2007
Eddie House,5.3,9.2,0.576,1.1,2.8,0.376,1.3,3,0.422,2,5.3,0.37,2,6.2,0.323,1,3.4,0.284,2007
Eddie Jones,6,9.8,0.614,1.8,4.3,0.415,1.4,3.5,0.387,2.6,6.7,0.386,2,5.6,0.348,0.9,2.5,0.364,2007
Eddy Curry,9.9,15.7,0.63,2,4.2,0.475,1.4,3.8,0.372,4,8.9,0.452,3.5,8.9,0.39,1.6,4.2,0.38,2007
Eduardo Najera,7.4,12.5,0.59,1.3,3.5,0.38,0.9,2.7,0.346,2.9,7.3,0.4,3.1,8.1,0.376,1.4,4.1,0.334,2007
Elton Brand,12.3,20.6,0.594,3.1,6.9,0.455,1.9,3.3,0.577,4.3,10.8,0.395,4.8,11.5,0.413,2.3,7.5,0.3,2007
Emeka Okafor,12.1,20,0.602,2.6,5.7,0.448,2,4.7,0.418,4.3,10.8,0.398,3.8,9.6,0.396,1.9,5.5,0.341,2007
Eric Piatkowski,2.8,4.9,0.557,0.6,2.1,0.263,0.3,1.3,0.267,1.1,2.6,0.436,0.9,3.3,0.286,0.3,1.4,0.211,2007
Eric Snow,4.4,7.9,0.555,0.9,2.5,0.362,1.2,2.8,0.426,2.2,4.4,0.495,1.7,4.5,0.384,0.6,2.7,0.239,2007
Erick Dampier,7.4,12.7,0.586,2.1,5.4,0.392,1.6,4.4,0.353,3.3,8.5,0.387,3,7.6,0.399,0.9,2.6,0.33,2007
Fabricio Oberto,5.9,10.2,0.579,1.5,3.7,0.393,1.4,3.4,0.408,2.9,7.2,0.409,2.2,5.7,0.388,0.9,2.4,0.398,2007
Flip Murray,7.3,12.9,0.562,1.1,2.8,0.398,1.2,3,0.397,2.8,7.1,0.399,2.7,6.8,0.401,1.8,4.7,0.384,2007
Francisco Elson,4,6.8,0.596,1.2,2.8,0.43,1,2.2,0.433,1.7,4.4,0.393,1.5,4.1,0.354,1,2.7,0.353,2007
Francisco Garcia,8.7,14.6,0.596,2.1,5.1,0.408,1.5,3.7,0.417,2.9,7.1,0.403,3.9,9.4,0.41,1.4,4.5,0.321,2007
Fred Jones,8.8,14,0.63,1.5,3.5,0.424,1.5,3.5,0.421,3.7,8.2,0.448,3.2,9,0.36,1.7,4.2,0.391,2007
Gabe Pruitt,2.4,3.7,0.655,0.3,1,0.25,0.5,1.4,0.4,0.6,2.5,0.24,1.1,2.6,0.412,0.5,1,0.5,2007
Gerald Green,3.7,6.1,0.607,0.5,1.8,0.265,0.5,1.6,0.333,1.5,3.6,0.426,1.7,5.8,0.299,0.9,2.6,0.343,2007
Gerald Wallace,13.4,22.7,0.593,3,6.7,0.44,2,5.3,0.39,5.1,12.1,0.423,3.8,10.2,0.374,2.3,6.7,0.336,2007
Gilbert Arenas,9.7,16.1,0.603,1.5,4.5,0.328,1.5,4.5,0.34,4.1,10,0.408,4.6,12.1,0.382,3.1,8.2,0.374,2007
Glen Davis,3.9,6.5,0.595,0.8,2.5,0.323,0.9,2.2,0.397,1.3,3.9,0.342,1.8,5,0.364,0.6,2.5,0.235,2007
Gordan Giricek,4.9,8.7,0.567,1.2,2.8,0.429,0.8,2.4,0.339,1.9,5,0.387,1.8,4.8,0.369,1,2.7,0.372,2007
Grant Hill,11.2,19.5,0.573,2.7,7.6,0.352,2.3,5.4,0.425,5.3,13.1,0.402,3.6,8.6,0.412,1.8,5.2,0.342,2007
Greg Buckner,6.3,9.2,0.678,0.7,2.2,0.323,0.9,1.8,0.479,2.2,4.8,0.455,2.2,5.1,0.422,1.1,3.3,0.347,2007
Guillermo Diaz,1.5,2.3,0.643,0,1.5,0,0,0.5,0,0,0.8,0,0.4,1,0.4,0.7,1.3,0.5,2007
Hakim Warrick,9.3,14,0.664,1.5,3.6,0.408,1.4,3.4,0.408,3.1,7.1,0.437,3.5,8.5,0.406,1.9,5.1,0.38,2007
Hedo Turkoglu,11.5,19.6,0.588,2.4,6.2,0.381,2.6,7.3,0.359,5.4,13,0.417,4.6,11.8,0.387,2.2,6.3,0.346,2007
Hilton Armstrong,3.6,5.9,0.613,0.7,1.4,0.481,0.6,1.4,0.434,1.4,3.5,0.39,1.6,4.1,0.384,0.7,2.1,0.344,2007
Ian Mahinmi,1.7,2.2,0.769,0.2,0.8,0.25,3,6,0.5,0.8,2,0.4,1,3.7,0.273,0,0,0,2007
Ike Diogu,3.3,6.1,0.543,0.6,1.7,0.362,0.6,1.8,0.341,1.3,3.1,0.427,1.3,3.4,0.398,0.9,2.1,0.433,2007
Ime Udoka,4.9,8.6,0.565,1.3,3.4,0.399,1.3,3.1,0.422,2.5,6.4,0.391,2,5.6,0.362,0.9,2.5,0.337,2007
Ira Newble,5.1,8.2,0.614,1.1,2.5,0.447,1,2.5,0.385,2.3,4.7,0.488,1.6,4.1,0.39,1,2.8,0.355,2007
J.J. Barea,3.2,5.3,0.599,0.9,2.6,0.337,1,2,0.48,1.3,3,0.431,1.1,3.1,0.356,0.4,1.6,0.267,2007
JJ Redick,2.9,4.6,0.614,0.8,1.7,0.479,0.9,2.4,0.391,1.2,2.3,0.507,1,2.6,0.372,0.6,2,0.315,2007
JR Smith,7.2,12,0.599,1.3,3,0.424,1,2.5,0.39,2.3,5.9,0.39,2.9,7.7,0.374,1.2,3.8,0.311,2007
Jacque Vaughn,4,7,0.564,1.2,2.7,0.44,1.2,2.9,0.404,2.2,5.8,0.385,1.8,4.7,0.376,0.8,2.2,0.377,2007
Jake Voskuhl,2.8,4.9,0.579,0.3,1.1,0.231,0.5,1.5,0.364,1.3,3.1,0.423,1.2,2.6,0.458,0.8,2,0.398,2007
Jamaal Magloire,2.5,4.7,0.531,0.8,1.7,0.45,0.7,1.6,0.413,1,3.3,0.295,1.1,3.2,0.34,0.5,1.9,0.278,2007
Jamaal Tinsley,10.1,17.6,0.575,1.8,5.3,0.345,2.3,5.5,0.412,5.1,11.4,0.446,4.5,11.5,0.391,2.3,6.1,0.372,2007
Jamal Crawford,13.9,22.5,0.619,2.8,6.2,0.444,2.3,5.4,0.42,5.4,12.8,0.425,5.6,14.2,0.396,2.3,6.3,0.361,2007
Jamario Moon,9.1,15.6,0.584,2,4.7,0.426,1.2,3.5,0.335,3.2,7.6,0.423,4.1,10.8,0.376,1.7,4.3,0.396,2007
Jameer Nelson,8.9,15,0.592,1.7,4.6,0.364,1.9,5.3,0.356,4.4,10.2,0.429,3.8,9.7,0.389,1.7,5,0.34,2007
James Augustine,1.7,2.8,0.592,0.5,1.3,0.364,0.5,1.2,0.429,1,2.2,0.457,0.8,1.8,0.429,0.3,1.1,0.292,2007
James Jones,7.2,12.1,0.591,1.6,3.9,0.396,0.9,2.7,0.321,2.2,5.4,0.41,3.6,9.5,0.376,1,2.9,0.338,2007
James Posey,7,11.7,0.596,1.5,3.8,0.399,1.4,3.5,0.402,2.4,6.4,0.373,2.9,8.6,0.333,1.3,4.6,0.29,2007
Jannero Pargo,5.7,9.5,0.601,1,2.3,0.434,1,2.6,0.406,2.3,5.6,0.411,2.7,7.2,0.381,1.2,3.6,0.318,2007
Jared Dudley,6.5,10.5,0.616,1.6,3.7,0.418,1,2.6,0.387,2.5,6.4,0.385,2.1,5.7,0.372,1.2,3.5,0.336,2007
Jared Jeffries,5.7,9.3,0.608,1.1,2.5,0.429,1.2,2.5,0.47,2.3,5.8,0.393,2.9,7.4,0.4,1.2,3,0.388,2007
Jarrett Jack,9.2,15.7,0.586,1.7,4.6,0.374,1.2,3.6,0.324,2.9,7.1,0.414,4.3,11.7,0.364,1.1,3.2,0.325,2007
Jarron Collins,3,4.9,0.611,0.8,1.8,0.467,0.4,1.5,0.289,1.2,3,0.398,1.5,4.4,0.352,0.7,1.8,0.39,2007
Jarvis Hayes,4.6,8.1,0.566,0.7,2,0.369,0.9,2.2,0.391,1.9,4.8,0.398,1.6,4.3,0.377,1,3.2,0.312,2007
Jason Collins,4.1,6.9,0.586,0.9,2,0.465,1.1,2.7,0.427,2.5,5.8,0.439,2.4,5.6,0.43,0.9,2.8,0.328,2007
Jason Hart,2.9,5.1,0.573,0.6,1.5,0.405,0.5,1.4,0.343,1.1,2.7,0.39,1.5,4.3,0.362,0.6,1.9,0.324,2007
Jason Kapono,5.9,9.5,0.619,1.3,2.9,0.45,0.9,2.4,0.388,2,5.1,0.4,3.1,8,0.385,1,3.4,0.286,2007
Jason Kidd,11,18.8,0.583,2.5,6.1,0.402,1.7,4.9,0.355,5.3,13,0.411,5.1,12.6,0.407,1.7,5.1,0.328,2007
Jason Maxiell,6.5,11.9,0.55,1.1,2.6,0.419,1.1,3,0.371,2.5,6.4,0.392,2.1,5.5,0.383,1.3,4.1,0.326,2007
Jason Richardson,14.1,23.1,0.61,2.9,6.6,0.437,2.2,5.2,0.412,5.1,12.4,0.41,4.3,11.1,0.39,2.2,6.6,0.326,2007
Jason Smith,5.3,9.3,0.569,1,2,0.486,0.5,1.7,0.29,1.7,4.1,0.413,1.7,4.2,0.396,1,2.8,0.366,2007
Jason Terry,10,17.5,0.574,2.6,6.5,0.402,1.8,5.1,0.353,3.8,9.8,0.383,3.3,9.1,0.362,1.3,3.6,0.352,2007
Jason Williams,9.6,14.8,0.652,2,4.9,0.41,1.7,4.2,0.404,4.1,9.3,0.443,4,9.8,0.407,1.3,3.8,0.335,2007
Javaris Crittenton,5,8.5,0.596,0.8,2.1,0.4,0.7,2,0.375,1.9,4.5,0.415,1.8,5.1,0.349,1.1,3.6,0.313,2007
Jeff Foster,7.7,12.8,0.597,1.3,3.8,0.349,1.6,4.1,0.403,3.7,8.4,0.439,2.8,7.4,0.376,1.8,4.7,0.39,2007
Jeff Green,10.7,18.1,0.593,2.3,5.5,0.409,1.8,4.6,0.403,3.6,8.6,0.419,3.4,8.7,0.39,2.2,5.8,0.379,2007
Jeff McInnis,10,16.1,0.622,2,4.7,0.423,1.5,3.7,0.405,2.9,7.4,0.389,2.6,6.2,0.412,1.6,4.1,0.384,2007
Jelani McCoy,1.7,3,0.556,0.2,0.7,0.25,1,2.3,0.429,1,1.8,0.556,1.4,3.4,0.412,0,0.7,0,2007
Jeremy Richardson,2.2,3.1,0.702,0.3,1.3,0.261,0.5,0.8,0.667,1,2.2,0.45,0.6,1.2,0.481,0.3,1.5,0.222,2007
Jermaine O'Neal,8.4,15.1,0.554,1.8,4.8,0.374,1.7,4.9,0.348,4.8,10.4,0.461,3.8,9.2,0.416,1.7,4.9,0.345,2007
Jermareo Davidson,3.5,5.9,0.589,0.5,1.5,0.333,0.6,1.2,0.487,1,3.2,0.313,1.2,2.6,0.46,0.5,1.5,0.316,2007
Jerome James,0,0.5,0,0,0,0,0,1,0,0.5,1.5,0.333,0,1,0,0,1,0,2007
Jerry Stackhouse,8.2,14.2,0.577,2.1,4.7,0.436,1.1,3.5,0.299,3.1,7.8,0.393,3.2,8.4,0.384,0.9,2.8,0.327,2007
Joakim Noah,6.4,11.8,0.545,1,2.6,0.372,1.4,3.4,0.427,2.6,6.5,0.397,2.8,7.4,0.373,1.4,3.6,0.385,2007
Joe Johnson,15.1,25.4,0.595,2.6,6.2,0.412,1.9,5,0.379,5.3,13.7,0.385,3.8,9.6,0.396,2.9,8.2,0.348,2007
Joe Smith,6.7,12.1,0.551,1.2,3.1,0.397,1.6,3.5,0.442,2.8,7,0.405,3.3,7.9,0.415,1.1,3.2,0.329,2007
Joel Anthony,6.4,11.5,0.554,1.5,3.7,0.409,1.3,2.8,0.459,2,5,0.388,2.8,7.3,0.377,1.2,3.1,0.389,2007
Joel Przybilla,7.8,13.7,0.569,2,4.4,0.464,1.1,3.4,0.322,2.9,6.8,0.433,3.5,9.3,0.371,0.8,2.3,0.346,2007
Joey Graham,2.7,4.2,0.639,0.8,1.6,0.533,0.3,1.3,0.237,1.1,2.6,0.402,1.8,4.7,0.376,0.6,1.4,0.432,2007
Johan Petro,6.7,11.7,0.571,1.3,3.6,0.359,1.1,2.7,0.421,2.3,5.4,0.421,2.3,5.7,0.405,1.5,4,0.378,2007
John Salmons,10.8,17.4,0.617,2.5,6.1,0.409,1.7,4.2,0.399,3.4,8.7,0.394,4.5,11,0.411,1.7,5.3,0.333,2007
Jordan Farmar,7.7,13.3,0.575,1.1,3.3,0.345,1.1,3.1,0.347,2.5,6.2,0.407,2.4,6.2,0.382,1.2,3.9,0.316,2007
Jorge Garbajosa,2.9,4.7,0.606,0.8,1.4,0.571,0.8,1.4,0.571,2.2,3.6,0.611,2,5,0.4,0.7,2,0.357,2007
Jose Calderon,10.1,16.4,0.612,2.1,4.8,0.434,1.3,3.7,0.363,3.4,7.9,0.436,4.7,11.8,0.399,1.7,4.7,0.369,2007
Josh Boone,9.2,15.9,0.575,1.9,4.4,0.441,1.3,3.3,0.394,3.6,8.4,0.431,3.2,8.6,0.373,1.2,3.6,0.347,2007
Josh Childress,11.5,19.9,0.578,1.7,4.3,0.398,1.3,3.6,0.366,4.1,10.1,0.405,3,7.3,0.414,2.2,6.2,0.357,2007
Josh Howard,11.3,19.7,0.57,3,7.7,0.389,2.1,5.9,0.362,4.5,11.9,0.376,4.2,10.9,0.384,1.4,4.3,0.324,2007
Josh McRoberts,0.6,1.3,0.5,0.7,1.3,0.5,0,0.7,0,0.5,1.3,0.375,0.5,3.5,0.143,0.7,1.7,0.4,2007
Josh Powell,6.9,10.8,0.639,1.4,3.1,0.452,1,2.6,0.392,2.3,5.7,0.401,2.6,6.4,0.411,1.6,3.9,0.408,2007
Josh Smith,13.2,22.6,0.581,2.3,5.8,0.395,1.8,4.4,0.396,4.7,11.8,0.4,3.5,8.6,0.41,2.4,7.1,0.34,2007
Juan Carlos Navarro,10.9,16.4,0.662,1.6,4.1,0.399,1.7,3.9,0.45,3.1,7.4,0.421,3.3,8.6,0.379,2,5.4,0.374,2007
Juan Dixon,3.6,6.6,0.55,0.7,1.8,0.372,0.7,1.8,0.37,1.3,3.4,0.379,1.9,4.5,0.43,0.7,2.4,0.274,2007
Julian Wright,3.3,5.7,0.572,0.8,1.8,0.438,0.9,1.9,0.471,1.5,3.7,0.406,1.9,4.7,0.393,1,3,0.321,2007
Justin Williams,1.3,2.3,0.537,0.4,1.6,0.227,0.5,1,0.538,0.4,1.4,0.261,1.4,2.9,0.469,0.8,2.1,0.381,2007
Juwan Howard,2.2,3.8,0.59,0.8,1.7,0.455,0.4,1.3,0.328,0.9,2.5,0.351,1.1,2.4,0.454,0.5,1.3,0.385,2007
Kaniel Dickens,0.6,0.8,0.75,0,1,0,0,0.5,0,0.5,2,0.25,1,1.5,0.667,0.7,1,0.667,2007
Kareem Rush,6.8,11.8,0.579,1.4,3.3,0.427,1.2,3.4,0.37,3.1,6.9,0.449,2.6,6.5,0.394,1.5,4.2,0.358,2007
Kasib Powell,7.7,13.6,0.567,1.6,4.1,0.4,1.7,4.5,0.38,2.2,6.6,0.329,4.1,10.4,0.395,1.8,4.9,0.37,2007
Keith Bogans,8.1,13.6,0.594,1.7,4.5,0.371,1.6,4.9,0.33,3.7,9.2,0.398,3.4,8.8,0.389,1.9,5.2,0.367,2007
Keith Langford,2,2.5,0.8,0,0,0,0,1,0,0.5,2,0.25,0,1.5,0,0,0.5,0,2007
Kelenna Azubuike,8.2,13.7,0.601,1.7,3.8,0.454,1.1,3,0.377,2.4,6.5,0.376,2.5,6.2,0.402,1.7,4.6,0.367,2007
Kendrick Perkins,7.3,12.8,0.57,1.3,3.8,0.331,1.4,3.8,0.356,2.7,7.4,0.369,3.1,8.4,0.365,1.3,4,0.332,2007
Kenny Thomas,3.8,6.9,0.553,1,2.3,0.458,0.7,1.6,0.441,1.5,3,0.523,2.2,4.6,0.474,0.6,2.1,0.265,2007
Kenyon Martin,10.8,18.2,0.592,2.1,5.5,0.388,1.7,4.1,0.407,4.8,11.1,0.435,4.7,11.8,0.396,1.9,5.4,0.345,2007
Kevin Durant,13.3,22.3,0.595,2.6,6.7,0.387,2.1,5.4,0.391,4.7,11,0.427,4.3,10.9,0.398,2.7,6.4,0.429,2007
Kevin Garnett,9.2,16.6,0.555,1.8,5,0.358,1.7,5,0.346,3.6,9.7,0.374,4,11.5,0.345,1.6,5.1,0.317,2007
Kevin Martin,12.9,20.3,0.636,3.2,7.3,0.439,2.2,5.4,0.407,4.5,10.7,0.423,5,12.5,0.399,2.3,6.1,0.373,2007
Kevin Ollie,2.7,4.2,0.645,0.5,1.2,0.459,0.4,1.2,0.324,0.9,2.1,0.413,0.9,2.4,0.366,0.6,2.1,0.313,2007
Keyon Dooling,5.3,9.2,0.574,1.2,3.1,0.374,1.2,3.4,0.353,2.4,5.8,0.408,2.3,6.3,0.364,1.1,3.4,0.328,2007
Kirk Hinrich,9.2,16.8,0.547,1.7,3.9,0.429,2.3,5.1,0.449,4.4,10.8,0.411,4.6,11.5,0.4,1.8,4.5,0.398,2007
Kirk Snyder,7.8,11.9,0.653,1.2,3.5,0.355,1.5,3.4,0.439,2.6,6.6,0.396,2.5,6.7,0.378,1.4,3.6,0.384,2007
Kobe Bryant,13.4,23.8,0.561,2.6,6.9,0.379,2.4,6.2,0.396,5,12.4,0.407,4.9,12.3,0.397,2.5,7.5,0.338,2007
Kosta Perovic,1.7,2.6,0.667,0.2,1,0.2,0.4,1.2,0.333,1.4,3.4,0.412,0.6,2.3,0.25,0.3,1,0.286,2007
Kris Humphries,4.2,6.9,0.608,1.1,2.2,0.512,0.6,1.9,0.319,1.6,3.6,0.429,1.9,5.3,0.352,0.8,2.6,0.294,2007
Kurt Thomas,6.9,12.2,0.563,1.8,4.3,0.418,1.6,4.3,0.371,3.2,8.2,0.394,2.8,6.8,0.406,1.3,3.3,0.394,2007
